class,enrolled,state,country,ethnicity,sex,act,reading,math,writing
2014,1,NH,United States,Black,F,,690,670,710
2011,1,NJ,United States,Black,M,,,,
2015,1,NJ,United States,Black,M,,540,690,610
2016,1,NJ,United States,Black,F,29,630,700,590
2017,1,NJ,United States,Black,M,,640,630,700
2017,1,NJ,United States,Black,M,31,670,680,560
2017,1,NJ,United States,Black,M,30,680,560,630
2019,1,NJ,United States,Black,F,,720,580,720
2020,1,NJ,United States,Black,F,34,,,
2020,1,NJ,United States,Black,F,,540,590,540
2020,1,NJ,United States,Black,M,,660,590,640
2011,0,NJ,United States,Black,M,,670,740,630
2013,0,NJ,United States,Black,F,,730,630,670
2014,0,NJ,United States,Black,M,,650,700,610
2017,0,NJ,United States,Black,M,30,610,660,690
2017,0,NJ,United States,Black,M,,640,560,650
2017,0,NJ,United States,Black,F,,670,700,640
2019,0,NJ,United States,Black,F,29,,,
2019,0,NJ,United States,Black,M,,720,680,720
2020,0,NJ,United States,Black,M,29,660,620,720
2011,1,NY,United States,Black,F,,630,710,780
2011,1,NY,United States,Black,M,29,700,590,700
2013,1,NY,United States,Black,F,,720,450,560
2013,1,NY,United States,Black,F,29,610,540,570
2013,1,NY,United States,Black,F,,630,630,690
2013,1,NY,United States,Black,F,,600,520,710
2013,1,NY,United States,Black,F,,660,580,670
2013,1,NY,United States,Black,F,30,570,590,670
2013,1,NY,United States,Black,F,,700,620,600
2014,1,NY,United States,Black,M,,600,660,750
2014,1,NY,United States,Black,M,,680,620,620
2014,1,NY,United States,Black,F,,620,610,710
2014,1,NY,United States,Black,M,,740,710,650
2015,1,NY,United States,Black,M,,610,610,630
2015,1,NY,United States,Black,F,,610,560,690
2015,1,NY,United States,Black,F,,630,530,620
2016,1,NY,United States,Black,F,,660,640,680
2017,1,NY,United States,Black,F,26,620,630,630
2017,1,NY,United States,Black,F,28,710,600,650
2017,1,NY,United States,Black,F,,570,680,650
2017,1,NY,United States,Black,M,31,,,
2017,1,NY,United States,Black,F,35,,,
2017,1,NY,United States,Black,M,,610,640,720
2017,1,NY,United States,Black,F,,710,630,800
2017,1,NY,United States,Black,F,28,,,
2017,1,NY,United States,Black,F,,680,600,690
2017,1,NY,United States,Black,F,,590,660,690
2017,1,NY,United States,Black,F,,800,710,710
2019,1,NY,United States,Black,M,31,650,750,740
2019,1,NY,United States,Black,M,,670,570,670
2019,1,NY,United States,Black,M,,600,610,550
2019,1,NY,United States,Black,M,,680,650,780
2019,1,NY,United States,Black,F,24,530,490,420
2019,1,NY,United States,Black,F,,730,660,670
2019,1,NY,United States,Black,M,,690,660,570
2019,1,NY,United States,Black,F,30,750,640,660
2019,1,NY,United States,Black,F,,680,600,640
2020,1,NY,United States,Black,M,,760,670,730
2020,1,NY,United States,Black,F,,590,630,730
2020,1,NY,United States,Black,F,,630,620,650
2020,1,NY,United States,Black,M,,750,580,680
2020,1,NY,United States,Black,M,,740,730,800
2020,1,NY,United States,Black,M,31,600,650,680
2020,1,NY,United States,Black,F,28,570,590,570
2020,1,NY,United States,Black,F,27,,,
2020,1,NY,United States,Black,F,,650,540,510
2011,0,NY,United States,Black,F,,720,560,680
2011,0,NY,United States,Black,F,,700,530,560
2013,0,NY,United States,Black,M,,700,740,690
2013,0,NY,United States,Black,F,31,560,650,590
2013,0,NY,United States,Black,M,,590,690,640
2013,0,NY,United States,Black,F,,570,580,640
2014,0,NY,United States,Black,M,,600,660,630
2014,0,NY,United States,Black,F,32,,,
2014,0,NY,United States,Black,F,,740,600,670
2014,0,NY,United States,Black,M,,740,690,710
2014,0,NY,United States,Black,M,,580,610,580
2015,0,NY,United States,Black,M,,640,660,640
2015,0,NY,United States,Black,M,,710,760,670
2015,0,NY,United States,Black,M,,730,750,690
2016,0,NY,United States,Black,F,32,,,
2016,0,NY,United States,Black,M,30,740,620,690
2016,0,NY,United States,Black,F,,750,670,640
2017,0,NY,United States,Black,F,,680,630,650
2017,0,NY,United States,Black,F,34,720,680,730
2017,0,NY,United States,Black,F,,670,720,780
2017,0,NY,United States,Black,F,,640,620,600
2017,0,NY,United States,Black,F,,670,680,700
2017,0,NY,United States,Black,M,,710,650,660
2017,0,NY,United States,Black,F,,630,730,770
2017,0,NY,United States,Black,M,32,,,
2017,0,NY,United States,Black,F,,700,590,680
2017,0,NY,United States,Black,M,,650,630,640
2019,0,NY,United States,Black,F,29,,,
2019,0,NY,United States,Black,F,,620,550,560
2019,0,NY,United States,Black,F,33,,,
2019,0,NY,United States,Black,M,,600,650,620
2019,0,NY,United States,Black,F,,580,600,570
2019,0,NY,United States,Black,M,30,620,560,510
2019,0,NY,United States,Black,M,,760,770,760
2019,0,NY,United States,Black,F,31,,,
2019,0,NY,United States,Black,M,31,,,
2019,0,NY,United States,Black,M,,700,550,650
2019,0,NY,United States,Black,M,33,,,
2020,0,NY,United States,Black,M,,680,610,780
2020,0,NY,United States,Black,F,,740,650,800
2020,0,NY,United States,Black,F,,790,560,760
2020,0,NY,United States,Black,M,,740,710,780
2020,0,NY,United States,Black,M,32,770,640,800
2020,0,NY,United States,Black,M,28,630,620,660
2020,0,NY,United States,Black,F,,710,630,800
2020,0,NY,United States,Black,M,32,710,730,630
2015,1,OH,United States,Black,F,28,660,610,660
2017,0,OK,United States,Black,F,33,,,
2019,1,OR,United States,Black,F,27,,,
2013,0,OR,United States,Black,F,33,670,680,640
2017,1,PA,United States,Black,M,,730,760,700
2019,1,PA,United States,Black,F,,660,640,660
2013,0,PA,United States,Black,F,,640,600,650
2014,0,PA,United States,Black,F,,700,620,720
2015,0,PA,United States,Black,F,,700,620,770
2017,0,PA,United States,Black,M,,620,570,530
2019,0,PA,United States,Black,M,,610,650,640
2020,0,PA,United States,Black,M,,740,550,690
2017,1,PR,United States,Black,M,,750,660,750
2017,0,RI,United States,Black,F,20,710,660,660
2020,0,RI,United States,Black,M,30,,,
2019,1,Saint Elizabeth,Jamaica,Black,F,,630,590,680
2017,1,TN,United States,Black,M,22,480,540,480
2020,1,TN,United States,Black,F,29,670,650,640
2017,0,TN,United States,Black,F,30,,,
2017,1,TX,United States,Black,F,29,620,610,720
2020,1,TX,United States,Black,M,32,,,
2017,0,TX,United States,Black,F,,720,650,650
2017,0,TX,United States,Black,M,,740,700,740
2019,0,TX,United States,Black,F,29,630,550,610
2019,0,TX,United States,Black,M,28,,,
2020,1,UT,United States,Black,F,34,750,760,750
2015,1,VA,United States,Black,F,29,,,
2015,1,VA,United States,Black,F,,530,520,600
2019,1,VA,United States,Black,F,27,770,470,550
2015,0,VA,United States,Black,M,33,,,
2016,0,VA,United States,Black,F,34,,,
2019,0,VA,United States,Black,M,,620,660,560
2017,0,VI,United States,Black,F,33,690,730,710
2019,1,VT,United States,Black,M,,630,700,690
2014,0,VT,United States,Black,F,,690,680,640
2015,0,,Jamaica,Black,M,,600,650,580
2016,0,,United Kingdom,Black,M,,700,650,750
2017,0,AK,United States,Hispanic/Latino,M,31,740,670,750
2017,0,AZ,United States,Hispanic/Latino,M,31,740,630,740
2017,0,AZ,United States,Hispanic/Latino,F,28,,,
2017,0,AZ,United States,Hispanic/Latino,F,,740,800,690
2011,1,CA,United States,Hispanic/Latino,M,,750,670,550
2013,1,CA,United States,Hispanic/Latino,M,,660,560,620
2014,1,CA,United States,Hispanic/Latino,F,,600,710,740
2016,1,CA,United States,Hispanic/Latino,M,,770,690,720
2017,1,CA,United States,Hispanic/Latino,M,35,800,760,690
2017,1,CA,United States,Hispanic/Latino,F,22,570,510,630
2017,1,CA,United States,Hispanic/Latino,M,,640,630,680
2017,1,CA,United States,Hispanic/Latino,M,25,580,640,540
2017,1,CA,United States,Hispanic/Latino,M,,600,630,550
2019,1,CA,United States,Hispanic/Latino,M,30,690,730,650
2019,1,CA,United States,Hispanic/Latino,F,,640,590,670
2019,1,CA,United States,Hispanic/Latino,F,,760,720,670
2019,1,CA,United States,Hispanic/Latino,F,30,760,620,660
2019,1,CA,United States,Hispanic/Latino,F,27,620,730,540
2020,1,CA,United States,Hispanic/Latino,M,30,,,
2020,1,CA,United States,Hispanic/Latino,M,,670,670,570
2020,1,CA,United States,Hispanic/Latino,F,34,,,
2020,1,CA,United States,Hispanic/Latino,M,30,780,680,650
2020,1,CA,United States,Hispanic/Latino,F,30,530,610,610
2020,1,CA,United States,Hispanic/Latino,F,,580,580,640
2020,1,CA,United States,Hispanic/Latino,F,28,600,630,590
2020,1,CA,United States,Hispanic/Latino,F,,610,560,780
2020,1,CA,United States,Hispanic/Latino,F,31,,,
2013,0,CA,United States,Hispanic/Latino,M,,800,740,800
2014,0,CA,United States,Hispanic/Latino,F,,730,790,760
2014,0,CA,United States,Hispanic/Latino,M,,800,700,790
2015,0,CA,United States,Hispanic/Latino,F,,610,720,660
2015,0,CA,United States,Hispanic/Latino,F,,680,610,660
2016,0,CA,United States,Hispanic/Latino,M,34,740,730,760
2017,0,CA,United States,Hispanic/Latino,F,30,630,660,580
2017,0,CA,United States,Hispanic/Latino,F,28,620,590,620
2017,0,CA,United States,Hispanic/Latino,F,30,,,
2017,0,CA,United States,Hispanic/Latino,F,34,770,710,750
2017,0,CA,United States,Hispanic/Latino,M,,690,720,730
2017,0,CA,United States,Hispanic/Latino,M,,800,650,800
2017,0,CA,United States,Hispanic/Latino,F,29,690,650,710
2017,0,CA,United States,Hispanic/Latino,M,,660,630,640
2017,0,CA,United States,Hispanic/Latino,F,28,,,
2017,0,CA,United States,Hispanic/Latino,F,,670,610,800
2017,0,CA,United States,Hispanic/Latino,M,,800,740,800
2017,0,CA,United States,Hispanic/Latino,M,26,580,580,650
2017,0,CA,United States,Hispanic/Latino,M,,560,710,670
2017,0,CA,United States,Hispanic/Latino,F,,710,680,660
2017,0,CA,United States,Hispanic/Latino,M,29,690,620,630
2019,0,CA,United States,Hispanic/Latino,F,,740,620,670
2019,0,CA,United States,Hispanic/Latino,F,,800,730,710
2019,0,CA,United States,Hispanic/Latino,F,27,,,
2019,0,CA,United States,Hispanic/Latino,M,,750,750,770
2019,0,CA,United States,Hispanic/Latino,M,,550,640,610
2019,0,CA,United States,Hispanic/Latino,M,33,630,770,640
2019,0,CA,United States,Hispanic/Latino,M,,620,560,690
2019,0,CA,United States,Hispanic/Latino,F,28,570,650,670
2019,0,CA,United States,Hispanic/Latino,F,30,650,600,690
2019,0,CA,United States,Hispanic/Latino,F,,640,700,720
2019,0,CA,United States,Hispanic/Latino,M,33,750,650,720
2019,0,CA,United States,Hispanic/Latino,F,,680,610,690
2019,0,CA,United States,Hispanic/Latino,F,28,610,610,640
2019,0,CA,United States,Hispanic/Latino,M,30,620,600,620
2019,0,CA,United States,Hispanic/Latino,F,,540,680,680
2019,0,CA,United States,Hispanic/Latino,F,,620,570,640
2020,0,CA,United States,Hispanic/Latino,F,28,,,
2020,0,CA,United States,Hispanic/Latino,F,,720,780,780
2020,0,CA,United States,Hispanic/Latino,F,,620,590,680
2020,0,CA,United States,Hispanic/Latino,M,,650,670,650
2020,0,CA,United States,Hispanic/Latino,F,34,,,
2020,0,CA,United States,Hispanic/Latino,F,34,800,800,670
2020,0,CA,United States,Hispanic/Latino,F,27,720,620,670
2020,0,CA,United States,Hispanic/Latino,M,,610,640,740
2020,0,CA,United States,Hispanic/Latino,F,,540,680,620
2020,0,CA,United States,Hispanic/Latino,M,24,500,620,560
2020,0,CA,United States,Hispanic/Latino,M,,510,640,680
2020,0,CA,United States,Hispanic/Latino,F,,590,550,590
2019,1,CO,United States,Hispanic/Latino,F,32,760,700,750
2017,0,CO,United States,Hispanic/Latino,F,,720,580,670
2019,0,CO,United States,Hispanic/Latino,F,27,,,
2015,1,CT,United States,Hispanic/Latino,F,,650,640,730
2017,1,CT,United States,Hispanic/Latino,M,,720,670,780
2019,1,CT,United States,Hispanic/Latino,F,,660,610,540
2020,1,CT,United States,Hispanic/Latino,F,,670,680,650
2020,1,CT,United States,Hispanic/Latino,F,,720,640,670
2014,0,CT,United States,Hispanic/Latino,M,,610,640,620
2014,0,CT,United States,Hispanic/Latino,M,,800,700,780
2015,0,CT,United States,Hispanic/Latino,F,,780,670,750
2017,0,CT,United States,Hispanic/Latino,M,,800,770,800
2019,0,CT,United States,Hispanic/Latino,M,,680,700,730
2020,0,CT,United States,Hispanic/Latino,M,,740,800,790
2013,1,FL,United States,Hispanic/Latino,F,30,800,600,710
2013,1,FL,United States,Hispanic/Latino,F,33,740,660,730
2014,1,FL,United States,Hispanic/Latino,F,29,,,
2015,1,FL,United States,Hispanic/Latino,F,,680,630,740
2017,1,FL,United States,Hispanic/Latino,M,,760,580,620
2017,1,FL,United States,Hispanic/Latino,F,30,640,680,720
2017,1,FL,United States,Hispanic/Latino,F,,720,640,690
2017,1,FL,United States,Hispanic/Latino,F,30,750,650,710
2017,1,FL,United States,Hispanic/Latino,M,26,770,610,730
2017,1,FL,United States,Hispanic/Latino,M,30,570,700,680
2017,1,FL,United States,Hispanic/Latino,M,30,700,590,720
2019,1,FL,United States,Hispanic/Latino,F,30,630,720,640
2019,1,FL,United States,Hispanic/Latino,F,29,670,610,620
2019,1,FL,United States,Hispanic/Latino,M,33,,,
2020,1,FL,United States,Hispanic/Latino,M,27,580,640,630
2020,1,FL,United States,Hispanic/Latino,F,,800,690,780
2020,1,FL,United States,Hispanic/Latino,M,31,620,720,610
2011,0,FL,United States,Hispanic/Latino,F,,710,670,670
2013,0,FL,United States,Hispanic/Latino,F,,620,630,650
2014,0,FL,United States,Hispanic/Latino,M,,800,690,790
2016,0,FL,United States,Hispanic/Latino,F,,750,700,800
2016,0,FL,United States,Hispanic/Latino,M,34,750,670,730
2016,0,FL,United States,Hispanic/Latino,M,33,750,720,690
2017,0,FL,United States,Hispanic/Latino,F,34,800,710,780
2017,0,FL,United States,Hispanic/Latino,M,,740,610,720
2017,0,FL,United States,Hispanic/Latino,F,,720,650,750
2017,0,FL,United States,Hispanic/Latino,M,31,640,700,650
2019,0,FL,United States,Hispanic/Latino,F,32,,,
2019,0,FL,United States,Hispanic/Latino,M,34,800,750,750
2019,0,FL,United States,Hispanic/Latino,F,,720,680,700
2019,0,FL,United States,Hispanic/Latino,F,34,740,620,800
2020,0,FL,United States,Hispanic/Latino,M,,800,760,670
2020,0,FL,United States,Hispanic/Latino,F,29,710,580,620
2020,0,FL,United States,Hispanic/Latino,F,31,710,620,730
2020,0,FL,United States,Hispanic/Latino,F,31,680,630,700
2020,0,FL,United States,Hispanic/Latino,F,,780,730,780
2020,0,FL,United States,Hispanic/Latino,F,,660,620,660
2020,0,FL,United States,Hispanic/Latino,F,35,720,720,730
2019,0,GA,United States,Hispanic/Latino,F,29,,,
2020,0,GA,United States,Hispanic/Latino,F,27,,,
2017,0,ID,United States,Hispanic/Latino,F,28,620,670,720
2015,1,IL,United States,Hispanic/Latino,F,30,,,
2014,0,IL,United States,Hispanic/Latino,F,33,790,670,760
2017,0,IL,United States,Hispanic/Latino,F,34,,,
2017,0,IL,United States,Hispanic/Latino,F,32,,,
2017,0,IL,United States,Hispanic/Latino,M,30,,,
2020,0,IL,United States,Hispanic/Latino,M,29,,,
2011,1,MA,United States,Hispanic/Latino,M,,740,650,750
2011,1,MA,United States,Hispanic/Latino,M,32,750,680,800
2011,1,MA,United States,Hispanic/Latino,M,,570,760,610
2011,1,MA,United States,Hispanic/Latino,M,,710,670,750
2013,1,MA,United States,Hispanic/Latino,F,33,800,790,800
2015,1,MA,United States,Hispanic/Latino,M,35,770,730,790
2016,1,MA,United States,Hispanic/Latino,F,,780,700,740
2017,1,MA,United States,Hispanic/Latino,F,,710,580,570
2011,0,MA,United States,Hispanic/Latino,F,,670,600,640
2011,0,MA,United States,Hispanic/Latino,F,,800,690,730
2015,0,MA,United States,Hispanic/Latino,M,34,,,
2015,0,MA,United States,Hispanic/Latino,F,32,720,770,780
2016,0,MA,United States,Hispanic/Latino,F,,620,600,670
2017,0,MA,United States,Hispanic/Latino,F,,540,640,610
2017,0,MA,United States,Hispanic/Latino,M,,590,560,590
2019,0,MA,United States,Hispanic/Latino,F,,570,740,680
2019,0,MA,United States,Hispanic/Latino,M,,690,640,760
2013,1,MD,United States,Hispanic/Latino,F,,710,650,690
2016,1,MD,United States,Hispanic/Latino,M,,750,680,800
2015,0,MD,United States,Hispanic/Latino,F,34,750,800,800
2020,0,MD,United States,Hispanic/Latino,F,28,,,
2011,1,MI,United States,Hispanic/Latino,F,,740,750,800
2020,1,MI,United States,Hispanic/Latino,F,30,700,650,710
2016,1,MN,United States,Hispanic/Latino,M,32,,,
2019,1,MN,United States,Hispanic/Latino,M,26,510,560,430
2013,0,MN,United States,Hispanic/Latino,F,,760,720,800
2013,1,NE,United States,Hispanic/Latino,M,31,630,600,620
2017,1,NH,United States,Hispanic/Latino,M,31,,,
2013,1,NJ,United States,Hispanic/Latino,M,,710,720,730
2013,1,NJ,United States,Hispanic/Latino,F,33,690,670,700
2015,1,NJ,United States,Hispanic/Latino,M,,680,640,690
2020,1,NJ,United States,Hispanic/Latino,F,29,630,650,690
2011,0,NJ,United States,Hispanic/Latino,F,,770,730,720
2015,0,NJ,United States,Hispanic/Latino,F,,620,690,720
2017,0,NJ,United States,Hispanic/Latino,M,34,720,670,730
2017,0,NJ,United States,Hispanic/Latino,M,31,730,690,650
2017,0,NJ,United States,Hispanic/Latino,F,,670,620,700
2019,0,NJ,United States,Hispanic/Latino,F,,690,670,750
2020,0,NJ,United States,Hispanic/Latino,M,33,,,
2020,0,NJ,United States,Hispanic/Latino,M,28,,,
2020,1,NM,United States,Hispanic/Latino,F,28,,,
2020,0,NV,United States,Hispanic/Latino,M,,670,650,630
2011,1,NY,United States,Hispanic/Latino,F,,630,640,740
2011,1,NY,United States,Hispanic/Latino,F,,,,
2011,1,NY,United States,Hispanic/Latino,M,,,,
2013,1,NY,United States,Hispanic/Latino,F,27,670,560,620
2014,1,NY,United States,Hispanic/Latino,F,,770,770,710
2015,1,NY,United States,Hispanic/Latino,M,,730,740,740
2016,1,NY,United States,Hispanic/Latino,F,30,730,680,780
2016,1,NY,United States,Hispanic/Latino,F,,800,660,760
2016,1,NY,United States,Hispanic/Latino,M,,670,730,690
2017,1,NY,United States,Hispanic/Latino,F,,710,740,700
2017,1,NY,United States,Hispanic/Latino,F,,720,640,730
2017,1,NY,United States,Hispanic/Latino,F,,800,740,780
2017,1,NY,United States,Hispanic/Latino,M,,610,600,610
2017,1,NY,United States,Hispanic/Latino,M,,660,650,630
2017,1,NY,United States,Hispanic/Latino,F,27,660,540,650
2019,1,NY,United States,Hispanic/Latino,M,,660,770,750
2019,1,NY,United States,Hispanic/Latino,F,31,,,
2020,1,NY,United States,Hispanic/Latino,M,,620,540,610
2020,1,NY,United States,Hispanic/Latino,F,,660,640,710
2020,1,NY,United States,Hispanic/Latino,M,29,610,700,670
2011,0,NY,United States,Hispanic/Latino,M,25,630,650,610
2013,0,NY,United States,Hispanic/Latino,F,,720,660,690
2014,0,NY,United States,Hispanic/Latino,F,,700,700,690
2014,0,NY,United States,Hispanic/Latino,M,,750,800,660
2014,0,NY,United States,Hispanic/Latino,M,,630,640,640
2015,0,NY,United States,Hispanic/Latino,F,,740,620,690
2015,0,NY,United States,Hispanic/Latino,M,,720,680,730
2017,0,NY,United States,Hispanic/Latino,F,35,,,
2017,0,NY,United States,Hispanic/Latino,M,33,,,
2017,0,NY,United States,Hispanic/Latino,M,32,,,
2017,0,NY,United States,Hispanic/Latino,F,,650,640,680
2017,0,NY,United States,Hispanic/Latino,F,,740,720,680
2017,0,NY,United States,Hispanic/Latino,M,,700,580,550
2019,0,NY,United States,Hispanic/Latino,M,34,,,
2019,0,NY,United States,Hispanic/Latino,F,,600,600,650
2019,0,NY,United States,Hispanic/Latino,F,,740,770,790
2020,0,NY,United States,Hispanic/Latino,F,,740,710,720
2020,0,NY,United States,Hispanic/Latino,F,,630,680,630
2020,0,NY,United States,Hispanic/Latino,M,32,720,680,640
2013,1,OH,United States,Hispanic/Latino,F,30,670,700,700
2017,0,OH,United States,Hispanic/Latino,F,28,,,
2011,0,OR,United States,Hispanic/Latino,M,35,770,690,710
2013,0,PA,United States,Hispanic/Latino,F,,750,760,720
2017,1,PR,United States,Hispanic/Latino,F,,660,550,660
2019,1,PR,United States,Hispanic/Latino,F,,730,650,790
2019,0,PR,United States,Hispanic/Latino,F,,680,630,800
2020,0,PR,United States,Hispanic/Latino,M,34,750,800,710
2016,1,RJ,Brazil,Hispanic/Latino,F,34,,,
2017,1,TX,United States,Hispanic/Latino,F,,630,640,720
2017,1,TX,United States,Hispanic/Latino,F,27,670,650,760
2020,1,TX,United States,Hispanic/Latino,F,30,,,
2020,1,TX,United States,Hispanic/Latino,F,30,580,710,700
2011,0,TX,United States,Hispanic/Latino,M,,770,710,770
2013,0,TX,United States,Hispanic/Latino,M,32,800,790,800
2014,0,TX,United States,Hispanic/Latino,M,,740,670,650
2017,0,TX,United States,Hispanic/Latino,F,,740,660,790
2019,0,TX,United States,Hispanic/Latino,M,27,,,
2020,0,TX,United States,Hispanic/Latino,F,31,680,670,730
2019,1,UT,United States,Hispanic/Latino,F,33,690,680,720
2015,1,VA,United States,Hispanic/Latino,M,,630,680,730
2014,0,VA,United States,Hispanic/Latino,M,,700,680,740
2019,0,VA,United States,Hispanic/Latino,F,32,730,620,700
2017,0,WI,United States,Hispanic/Latino,F,26,,,
2019,1,,Guatemala,Hispanic/Latino,F,28,,,
2015,1,CA,United States,Native American,M,,640,540,530
2019,1,CA,United States,Native American,M,20,570,620,610
2017,0,CA,United States,Native American,M,29,700,580,630
2019,0,CA,United States,Native American,F,,760,770,770
2019,0,CA,United States,Native American,F,,800,790,770
2015,0,CT,United States,Native American,F,,600,630,640
2015,0,IL,United States,Native American,M,36,,,
2019,0,IL,United States,Native American,F,33,,,
2017,0,ME,United States,Native American,M,,690,700,690
2020,1,NC,United States,Native American,F,31,,,
2020,1,NJ,United States,Native American,M,26,,,
2017,1,NY,United States,Native American,M,29,,,
2017,0,NY,United States,Native American,M,,680,620,650
2017,0,OH,United States,Native American,M,,800,720,800
2011,1,OK,United States,Native American,F,,730,710,700
2013,0,OR,United States,Native American,F,33,740,720,800
2020,0,OR,United States,Native American,F,33,700,720,690
2017,0,TX,United States,Native American,F,27,,,
2019,0,TX,United States,Native American,F,,670,690,680
2016,1,VA,United States,Native American,M,,680,720,660
2020,1,AB,Canada,Non-US,F,,800,700,800
2019,1,CA,United States,Non-US,M,,570,690,580
2017,0,CA,United States,Non-US,M,30,650,590,590
2020,0,CA,United States,Non-US,F,32,710,680,760
2017,1,CT,United States,Non-US,F,,610,660,640
2019,1,CT,United States,Non-US,F,33,,,
2019,1,DC,United States,Non-US,F,,530,800,620
2014,0,DC,United States,Non-US,F,,610,800,700
2014,0,DC,United States,Non-US,F,,650,770,650
2020,0,DC,United States,Non-US,M,,560,590,610
2017,1,IL,United States,Non-US,F,31,,,
2014,1,MA,United States,Non-US,F,,660,800,730
2020,0,MA,United States,Non-US,F,,580,640,710
2020,1,NM,United States,Non-US,F,,610,600,610
2013,1,NSW,Australia,Non-US,M,,650,670,690
2014,1,NY,United States,Non-US,F,,800,690,700
2011,1,ON,Canada,Non-US,F,,740,570,690
2014,1,ON,Canada,Non-US,M,,740,700,760
2017,1,ON,Canada,Non-US,M,32,,,
2013,0,ON,Canada,Non-US,M,,780,790,780
2016,0,ON,Canada,Non-US,F,34,,,
2017,0,ON,Canada,Non-US,F,,800,770,780
2017,1,QC,Canada,Non-US,F,27,610,650,610
2013,1,,Jordan,Non-US,M,,540,630,510
2014,1,,China,Non-US,F,,650,800,800
2014,1,,Netherlands,Non-US,F,30,,,
2015,1,,"Korea, Republic of",Non-US,M,,800,790,760
2015,1,,Mongolia,Non-US,M,,510,550,580
2017,1,,Australia,Non-US,F,,800,760,760
2019,1,,United Kingdom,Non-US,F,,690,740,790
2020,1,,United Kingdom,Non-US,F,31,,,
2020,1,,United Kingdom,Non-US,F,,650,760,800
2020,1,,New Zealand,Non-US,F,,780,800,790
2014,0,,Finland,Non-US,M,,630,680,610
2017,0,,Russian Federation,Non-US,F,35,690,800,700
2017,0,,Iceland,Non-US,F,,790,700,770
2017,0,,Peru,Non-US,M,,670,720,690
2017,0,,United Kingdom,Non-US,M,,780,720,730
2019,0,,Jamaica,Non-US,F,,740,670,690
2020,0,,United Kingdom,Non-US,F,,740,780,770
2019,1,AE,United States,Unidentified,M,33,,,
2019,1,CA,United States,Unidentified,F,34,720,790,800
2019,1,CA,United States,Unidentified,M,,750,770,800
2020,1,CA,United States,Unidentified,F,33,780,690,740
2020,1,CA,United States,Unidentified,M,35,,,
2013,0,CA,United States,Unidentified,M,,750,780,800
2014,0,CA,United States,Unidentified,F,,800,790,800
2014,0,CA,United States,Unidentified,M,,750,790,780
2014,0,CA,United States,Unidentified,F,33,,,
2019,0,CA,United States,Unidentified,M,33,760,770,800
2019,0,CA,United States,Unidentified,F,35,,,
2020,0,CA,United States,Unidentified,F,35,800,780,740
2020,0,CA,United States,Unidentified,F,,800,800,800
2020,1,CT,United States,Unidentified,M,,730,780,660
2020,1,CT,United States,Unidentified,F,34,,,
2020,0,CT,United States,Unidentified,M,,740,800,800
2020,0,CT,United States,Unidentified,F,34,740,800,760
2020,1,DC,United States,Unidentified,F,,770,760,730
2020,1,FL,United States,Unidentified,M,35,,,
2013,0,GA,United States,Unidentified,M,,730,740,670
2017,0,GA,United States,Unidentified,F,,720,640,740
2019,0,IL,United States,Unidentified,M,35,730,790,790
2019,1,MA,United States,Unidentified,M,,740,580,630
2020,1,MA,United States,Unidentified,F,,800,720,730
2013,0,MA,United States,Unidentified,M,,800,780,780
2013,0,MA,United States,Unidentified,M,,700,680,690
2014,0,MA,United States,Unidentified,F,32,,,
2019,0,MA,United States,Unidentified,F,35,,,
2019,0,MA,United States,Unidentified,F,,740,780,690
2020,0,MA,United States,Unidentified,M,,800,800,780
2014,0,MD,United States,Unidentified,F,,800,710,760
2020,0,MD,United States,Unidentified,M,,800,800,780
2020,1,MI,United States,Unidentified,M,36,710,800,740
2020,1,MN,United States,Unidentified,F,33,670,700,660
2014,0,MN,United States,Unidentified,M,36,,,
2014,0,MO,United States,Unidentified,F,,800,770,730
2020,0,MO,United States,Unidentified,M,35,,,
2020,0,NE,United States,Unidentified,F,34,,,
2013,0,NH,United States,Unidentified,M,,780,790,780
2019,1,NY,United States,Unidentified,F,,800,690,770
2020,1,NY,United States,Unidentified,F,,800,760,800
2020,1,NY,United States,Unidentified,F,,800,740,800
2011,0,NY,United States,Unidentified,M,,800,790,780
2011,0,NY,United States,Unidentified,M,,800,730,780
2013,0,NY,United States,Unidentified,M,,800,750,790
2013,0,NY,United States,Unidentified,F,,750,720,800
2014,0,NY,United States,Unidentified,M,,800,700,770
2015,0,NY,United States,Unidentified,F,,800,800,800
2019,0,NY,United States,Unidentified,F,,800,760,790
2019,0,NY,United States,Unidentified,M,,770,780,750
2020,0,NY,United States,Unidentified,F,,720,800,770
2020,0,NY,United States,Unidentified,F,35,,,
2020,0,NY,United States,Unidentified,F,31,700,710,800
2020,0,NY,United States,Unidentified,F,35,,,
